"","MM1","MM2","MM3","MM4","Class"
"1702",93,111,114,90,FALSE
"1703",93,111,114,94,FALSE
"1704",93,111,114,87,FALSE
"1705",89,106,110,87,FALSE
"1706",82,88,97,73,FALSE
"1707",78,84,89,69,FALSE
"1708",67,71,74,55,FALSE
"1709",67,67,70,48,FALSE
"1710",63,67,74,51,FALSE
"1711",60,67,78,55,FALSE
"1712",63,71,78,55,FALSE
"1713",67,71,78,58,FALSE
"1714",63,75,78,58,FALSE
"1715",67,79,82,62,FALSE
"1716",70,75,78,58,FALSE
"1717",67,75,82,58,FALSE
"1718",63,75,78,58,FALSE
"1719",67,75,82,65,FALSE
"1720",70,75,78,65,FALSE
"1721",67,71,74,58,FALSE
"1722",67,75,78,62,FALSE
"1723",70,75,82,62,FALSE
"1724",70,79,82,65,FALSE
"1725",70,79,85,65,FALSE
"1726",74,79,82,65,FALSE
"1727",74,79,85,62,FALSE
"1728",67,79,85,62,FALSE
"1729",67,84,89,69,FALSE
"1730",78,92,93,73,FALSE
"1731",78,92,93,76,FALSE
"1732",78,92,93,76,FALSE
"1733",70,84,97,80,FALSE
"1734",70,75,93,76,FALSE
"1735",67,75,89,76,FALSE
"1736",67,75,89,80,FALSE
"1737",70,75,89,76,FALSE
"1738",67,79,89,76,FALSE
"1739",70,84,89,73,FALSE
"1740",70,79,85,73,FALSE
"1741",74,84,89,76,FALSE
"1742",74,84,97,76,FALSE
"1743",74,88,97,76,FALSE
"1744",74,79,89,73,FALSE
"1745",67,79,85,65,FALSE
"1746",67,75,78,62,FALSE
"1747",67,75,78,65,FALSE
"1748",70,84,89,76,FALSE
"1749",74,79,97,94,TRUE
"1750",53,43,105,115,TRUE
"1751",47,34,101,111,TRUE
"1752",44,31,105,122,TRUE
"1753",44,31,110,129,TRUE
"1754",42,27,110,129,TRUE
"1755",44,29,101,115,TRUE
"1756",101,120,120,98,FALSE
"1757",92,115,115,94,FALSE
"1758",92,111,111,91,FALSE
"1759",92,111,115,91,FALSE
"1760",88,106,111,91,FALSE
"1761",84,106,111,83,FALSE
"1762",84,106,111,83,FALSE
"1763",80,106,102,79,FALSE
"1764",80,94,94,72,FALSE
"1765",72,85,82,68,FALSE
"1766",64,69,71,54,FALSE
"1767",64,69,71,54,FALSE
"1768",64,69,74,54,FALSE
"1769",64,69,74,57,FALSE
"1770",64,73,74,57,FALSE
"1771",64,73,74,61,FALSE
"1772",64,73,82,61,FALSE
"1773",64,73,78,57,FALSE
"1774",64,73,78,61,FALSE
"1775",68,73,78,57,FALSE
"1776",64,73,82,61,FALSE
"1777",64,73,78,57,FALSE
"1778",64,69,78,61,FALSE
"1779",68,73,78,61,FALSE
"1780",68,77,82,61,FALSE
"1781",68,77,78,61,FALSE
"1782",72,81,82,65,FALSE
"1783",72,85,86,68,FALSE
"1784",76,89,94,76,FALSE
"1785",76,98,98,76,FALSE
"1786",80,98,98,76,FALSE
"1787",80,94,98,76,FALSE
"1788",76,85,90,76,FALSE
"1789",72,81,90,76,FALSE
"1790",72,85,94,79,FALSE
"1791",72,85,98,79,FALSE
"1792",68,89,94,83,FALSE
"1793",72,85,90,76,FALSE
"1794",72,81,86,72,FALSE
"1795",68,73,78,61,FALSE
"1796",64,73,74,65,FALSE
"1797",72,81,86,72,FALSE
"1798",76,85,98,79,FALSE
"1799",68,66,106,98,TRUE
"1800",50,37,102,113,TRUE
"1801",47,34,106,116,TRUE
"1802",44,31,111,124,TRUE
"1803",41,29,111,128,TRUE
"1804",47,34,102,113,TRUE
"1805",47,37,106,116,TRUE
"1806",60,66,94,79,TRUE
"1807",97,112,118,96,FALSE
"1808",101,116,122,96,FALSE
"1809",101,112,122,96,FALSE
"1810",97,112,122,92,FALSE
"1811",92,107,118,88,FALSE
"1812",92,107,118,88,FALSE
"1813",84,99,104,81,FALSE
"1814",84,99,104,81,FALSE
"1815",84,99,108,85,FALSE
"1816",84,107,113,85,FALSE
"1817",84,107,113,85,FALSE
"1818",88,103,108,85,FALSE
"1819",84,99,104,78,FALSE
"1820",76,79,87,63,FALSE
"1821",64,75,71,52,FALSE
"1822",68,75,75,56,FALSE
"1823",64,75,79,59,FALSE
"1824",64,75,79,59,FALSE
"1825",64,75,75,63,FALSE
"1826",68,75,79,56,FALSE
"1827",68,75,75,59,FALSE
"1828",68,79,79,63,FALSE
"1829",68,75,79,59,FALSE
"1830",64,75,79,59,FALSE
"1831",64,75,75,52,FALSE
"1832",64,68,75,56,FALSE
"1833",64,71,71,56,FALSE
"1834",68,71,71,59,FALSE
"1835",68,71,75,56,FALSE
"1836",68,75,79,63,FALSE
"1837",71,83,83,63,FALSE
"1838",76,79,79,67,FALSE
"1839",80,87,91,74,FALSE
"1840",76,91,96,74,FALSE
"1841",76,91,100,74,FALSE
"1842",80,87,91,74,FALSE
"1843",80,91,100,78,FALSE
"1844",71,95,104,81,FALSE
"1845",76,91,100,81,FALSE
"1846",76,91,96,81,FALSE
"1847",76,83,87,67,FALSE
"1848",68,83,79,67,FALSE
"1849",68,79,83,67,FALSE
"1850",71,83,96,74,FALSE
"1851",71,87,96,81,TRUE
"1852",60,61,104,103,TRUE
"1853",46,34,104,110,TRUE
"1854",43,36,104,114,TRUE
"1855",40,29,113,132,TRUE
"1856",40,29,113,128,TRUE
"1857",50,45,100,99,TRUE
"1858",68,83,87,70,FALSE
"1859",71,83,91,70,FALSE
"1860",93,116,118,92,FALSE
"1861",97,121,123,96,FALSE
"1862",97,116,123,100,FALSE
"1863",97,116,123,96,FALSE
"1864",97,111,118,96,FALSE
"1865",93,107,113,87,FALSE
"1866",88,107,109,83,FALSE
"1867",84,99,109,79,FALSE
"1868",84,103,109,79,FALSE
"1869",88,107,109,83,FALSE
"1870",84,107,113,87,FALSE
"1871",88,107,109,87,FALSE
"1872",84,99,100,79,FALSE
"1873",71,79,85,62,FALSE
"1874",67,72,70,50,FALSE
"1875",63,68,70,54,FALSE
"1876",67,72,74,54,FALSE
"1877",67,72,77,54,FALSE
"1878",63,72,77,58,FALSE
"1879",67,75,77,58,FALSE
"1880",67,75,77,58,FALSE
"1881",67,72,77,58,FALSE
"1882",67,75,74,58,FALSE
"1883",67,83,77,58,FALSE
"1884",71,79,81,58,FALSE
"1885",63,72,74,58,FALSE
"1886",71,75,77,54,FALSE
"1887",67,75,70,54,FALSE
"1888",63,72,74,58,FALSE
"1889",67,72,74,58,FALSE
"1890",67,72,74,58,FALSE
"1891",71,72,85,62,FALSE
"1892",71,79,81,67,FALSE
"1893",71,79,85,62,FALSE
"1894",71,79,85,62,FALSE
"1895",71,79,85,62,FALSE
"1896",71,79,85,67,FALSE
"1897",71,83,85,67,FALSE
"1898",71,79,89,71,FALSE
"1899",71,87,89,71,FALSE
"1900",75,83,89,71,FALSE
"1901",75,87,93,75,FALSE
"1902",75,87,93,75,FALSE
"1903",71,79,85,67,FALSE
"1904",55,48,104,108,TRUE
"1905",44,32,104,112,TRUE
"1906",44,34,109,112,TRUE
"1907",41,37,104,116,TRUE
"1908",41,29,113,129,TRUE
"1909",44,29,113,129,TRUE
"1910",48,37,109,112,TRUE
"1911",63,64,93,75,TRUE
"1912",95,118,122,96,FALSE
"1913",99,118,117,96,FALSE
"1914",90,109,112,89,FALSE
"1915",86,104,112,85,FALSE
"1916",86,104,104,85,FALSE
"1917",86,104,104,81,FALSE
"1918",86,100,108,85,FALSE
"1919",86,109,112,89,FALSE
"1920",90,109,112,89,FALSE
"1921",82,100,100,81,FALSE
"1922",78,91,96,70,FALSE
"1923",74,83,88,66,FALSE
"1924",66,75,76,55,FALSE
"1925",66,75,76,55,FALSE
"1926",66,75,80,59,FALSE
"1927",66,79,76,59,FALSE
"1928",70,79,76,59,FALSE
"1929",70,79,80,63,FALSE
"1930",70,75,80,59,FALSE
"1931",66,75,76,59,FALSE
"1932",66,75,84,63,FALSE
"1933",66,79,80,59,FALSE
"1934",66,75,76,59,FALSE
"1935",63,71,76,59,FALSE
"1936",63,75,80,59,FALSE
"1937",66,79,76,59,FALSE
"1938",66,79,80,63,FALSE
"1939",66,75,76,59,FALSE
"1940",63,75,73,55,FALSE
"1941",66,75,76,59,FALSE
"1942",66,75,80,63,FALSE
"1943",66,79,80,63,FALSE
"1944",66,79,76,63,FALSE
"1945",70,79,80,63,FALSE
"1946",66,79,88,63,FALSE
"1947",70,83,88,66,FALSE
"1948",70,87,92,78,FALSE
"1949",70,79,84,70,FALSE
"1950",66,79,80,70,FALSE
"1951",70,79,80,66,FALSE
"1952",70,83,92,74,FALSE
"1953",74,83,100,85,TRUE
"1954",46,32,108,114,TRUE
"1955",46,32,104,114,TRUE
"1956",43,29,108,129,TRUE
"1957",46,32,108,122,TRUE
"1958",52,43,92,92,TRUE
"1959",66,67,80,59,FALSE
"1960",70,79,84,63,FALSE
"1961",96,117,130,98,FALSE
"1962",96,117,114,94,FALSE
"1963",87,103,105,86,FALSE
"1964",92,108,114,90,FALSE
"1965",92,108,110,94,FALSE
"1966",92,108,110,90,FALSE
"1967",83,108,114,86,FALSE
"1968",83,103,105,86,FALSE
"1969",87,103,105,83,FALSE
"1970",83,103,114,86,FALSE
"1971",87,112,119,90,FALSE
"1972",92,112,114,90,FALSE
"1973",87,103,105,83,FALSE
"1974",79,88,93,72,FALSE
"1975",71,84,82,64,FALSE
"1976",71,77,86,68,FALSE
"1977",71,81,82,60,FALSE
"1978",67,77,75,57,FALSE
"1979",67,73,75,57,FALSE
"1980",67,73,79,60,FALSE
"1981",67,77,86,64,FALSE
"1982",67,77,82,60,FALSE
"1983",67,77,75,60,FALSE
"1984",63,73,82,57,FALSE
"1985",63,77,79,60,FALSE
"1986",67,73,75,60,FALSE
"1987",67,73,72,60,FALSE
"1988",63,70,72,57,FALSE
"1989",67,81,82,60,FALSE
"1990",67,77,86,60,FALSE
"1991",67,73,82,60,FALSE
"1992",63,73,75,60,FALSE
"1993",67,73,72,57,FALSE
"1994",67,73,79,60,FALSE
"1995",67,73,75,57,FALSE
"1996",67,77,75,60,FALSE
"1997",67,77,82,60,FALSE
"1998",63,77,82,60,FALSE
"1999",63,77,79,64,FALSE
"2000",67,77,75,60,FALSE
"2001",67,84,93,72,FALSE
"2002",71,81,90,72,FALSE
"2003",71,81,82,75,FALSE
"2004",49,37,97,98,TRUE
"2005",52,48,90,98,TRUE
"2006",59,63,90,75,TRUE
"2007",67,70,86,64,FALSE
"2008",67,77,86,60,FALSE
"2009",82,88,89,73,FALSE
"2010",70,84,85,65,FALSE
"2011",85,102,105,83,FALSE
"2012",97,115,124,101,FALSE
"2013",93,120,124,97,FALSE
"2014",89,115,114,87,FALSE
"2015",85,111,114,87,FALSE
"2016",85,106,110,87,FALSE
"2017",89,106,105,87,FALSE
"2018",85,111,114,90,FALSE
"2019",89,106,110,83,FALSE
"2020",82,97,101,80,FALSE
"2021",78,88,97,73,FALSE
"2022",70,79,82,62,FALSE
"2023",70,79,85,62,FALSE
"2024",67,79,82,62,FALSE
"2025",70,79,82,58,FALSE
"2026",67,75,78,62,FALSE
"2027",67,79,78,62,FALSE
"2028",63,71,78,62,FALSE
"2029",67,75,78,58,FALSE
"2030",67,71,82,62,FALSE
"2031",63,75,82,62,FALSE
"2032",63,75,78,62,FALSE
"2033",63,79,85,62,FALSE
"2034",67,79,82,58,FALSE
"2035",67,75,82,62,FALSE
"2036",67,75,82,58,FALSE
"2037",70,79,74,58,FALSE
"2038",63,75,74,55,FALSE
"2039",63,75,74,62,FALSE
"2040",63,71,78,62,FALSE
"2041",67,75,78,62,FALSE
"2042",67,79,82,65,FALSE
"2043",63,79,85,65,FALSE
"2044",63,79,89,65,FALSE
"2045",60,79,85,65,FALSE
"2046",67,97,101,80,FALSE
"2047",74,102,114,90,FALSE
"2048",74,115,119,101,FALSE
"2049",67,84,97,80,FALSE
"2050",67,84,93,76,FALSE
"2051",70,84,89,76,FALSE
"2052",70,67,101,94,TRUE
"2053",53,43,97,101,TRUE
"2054",53,49,93,90,TRUE
"2055",60,56,85,83,TRUE
"2056",70,84,89,73,FALSE
"2057",74,88,85,73,FALSE
"2058",74,84,85,73,FALSE
"2059",70,84,93,65,FALSE
"2060",64,73,78,54,FALSE
"2061",64,73,78,61,FALSE
"2062",88,115,125,98,FALSE
"2063",97,120,120,102,FALSE
"2064",92,120,120,98,FALSE
"2065",84,111,111,91,FALSE
"2066",88,106,111,87,FALSE
"2067",88,106,111,87,FALSE
"2068",76,85,94,68,FALSE
"2069",76,81,86,65,FALSE
"2070",68,81,82,65,FALSE
"2071",68,81,82,65,FALSE
"2072",72,77,82,61,FALSE
"2073",68,77,78,61,FALSE
"2074",64,73,78,57,FALSE
"2075",68,73,78,61,FALSE
"2076",68,77,78,61,FALSE
"2077",64,77,78,61,FALSE
"2078",68,77,78,61,FALSE
"2079",68,77,78,65,FALSE
"2080",68,81,78,61,FALSE
"2081",68,77,78,61,FALSE
"2082",68,77,74,57,FALSE
"2083",68,73,74,54,FALSE
"2084",68,69,74,57,FALSE
"2085",64,69,74,57,FALSE
"2086",68,69,74,57,FALSE
"2087",64,73,74,57,FALSE
"2088",64,77,78,65,FALSE
"2089",64,77,82,65,FALSE
"2090",64,77,82,65,FALSE
"2091",68,94,106,83,FALSE
"2092",76,115,120,102,FALSE
"2093",72,115,125,98,FALSE
"2094",72,115,120,98,FALSE
"2095",72,106,111,91,FALSE
"2096",64,89,102,79,FALSE
"2097",64,81,86,72,FALSE
"2098",72,89,90,76,FALSE
"2099",72,85,90,76,FALSE
"2100",64,73,86,72,FALSE
"2101",72,94,86,72,FALSE
"2102",76,94,98,76,FALSE
"2103",76,98,98,76,FALSE
"2104",76,94,98,76,FALSE
"2105",76,89,94,72,FALSE
"2106",72,85,86,68,FALSE
"2107",64,75,79,59,FALSE
"2108",64,75,75,59,FALSE
"2109",76,99,104,85,FALSE
"2110",92,116,122,99,FALSE
"2111",88,107,118,92,FALSE
"2112",84,107,108,88,FALSE
"2113",84,99,108,85,FALSE
"2114",84,99,104,81,FALSE
"2115",80,91,96,74,FALSE
"2116",80,87,91,78,FALSE
"2117",71,87,91,63,FALSE
"2118",71,83,87,67,FALSE
"2119",68,75,75,56,FALSE
"2120",68,75,79,59,FALSE
"2121",68,75,79,59,FALSE
"2122",64,79,79,59,FALSE
"2123",64,79,79,63,FALSE
"2124",68,79,79,67,FALSE
"2125",64,79,79,63,FALSE
"2126",71,83,83,67,FALSE
"2127",68,79,79,59,FALSE
"2128",68,75,79,56,FALSE
"2129",64,75,79,59,FALSE
"2130",68,79,79,59,FALSE
"2131",68,75,75,56,FALSE
"2132",68,75,75,59,FALSE
"2133",68,71,75,59,FALSE
"2134",68,75,75,59,FALSE
"2135",64,75,79,59,FALSE
"2136",68,79,83,63,FALSE
"2137",64,79,83,67,FALSE
"2138",64,75,79,63,FALSE
"2139",64,75,83,67,FALSE
"2140",71,103,118,96,FALSE
"2141",76,116,122,99,FALSE
"2142",76,112,128,99,FALSE
"2143",80,116,128,103,FALSE
"2144",76,116,122,96,FALSE
"2145",71,112,122,99,FALSE
"2146",68,103,118,88,FALSE
"2147",71,83,87,70,FALSE
"2148",76,91,91,70,FALSE
"2149",76,83,87,70,FALSE
"2150",68,75,75,63,FALSE
"2151",68,83,87,70,FALSE
"2152",76,91,100,81,FALSE
"2153",76,99,104,81,FALSE
"2154",71,91,87,70,FALSE
"2155",63,72,77,58,FALSE
"2156",67,75,81,58,FALSE
"2157",63,75,77,58,FALSE
"2158",67,83,85,67,FALSE
"2159",79,103,109,87,FALSE
"2160",88,107,113,92,FALSE
"2161",84,107,109,87,FALSE
"2162",84,107,104,83,FALSE
"2163",84,103,104,83,FALSE
"2164",84,103,104,83,FALSE
"2165",84,95,100,79,FALSE
"2166",79,95,93,75,FALSE
"2167",79,91,96,75,FALSE
"2168",75,91,89,75,FALSE
"2169",75,91,100,75,FALSE
"2170",79,95,93,71,FALSE
"2171",79,87,85,67,FALSE
"2172",67,79,77,58,FALSE
"2173",67,75,77,58,FALSE
"2174",67,72,77,58,FALSE
"2175",71,75,74,58,FALSE
"2176",67,75,77,58,FALSE
"2177",67,75,81,62,FALSE
"2178",71,87,85,67,FALSE
"2179",71,83,85,62,FALSE
"2180",67,79,77,62,FALSE
"2181",67,75,81,58,FALSE
"2182",67,72,77,62,FALSE
"2183",67,75,81,58,FALSE
"2184",67,75,77,62,FALSE
"2185",67,75,81,62,FALSE
"2186",67,75,81,62,FALSE
"2187",75,111,123,100,FALSE
"2188",75,116,128,100,FALSE
"2189",75,111,128,100,FALSE
"2190",67,107,118,96,FALSE
"2191",63,103,113,92,FALSE
"2192",67,99,109,87,FALSE
"2193",71,79,93,71,FALSE
"2194",71,79,85,67,FALSE
"2195",67,72,74,58,FALSE
"2196",67,72,74,58,FALSE
"2197",75,87,96,79,FALSE
"2198",79,99,100,79,FALSE
"2199",79,95,100,79,FALSE
"2200",75,91,96,75,FALSE
"2201",75,87,93,71,FALSE
"2202",75,91,89,71,FALSE
"2203",70,79,80,66,FALSE
"2204",66,79,80,59,FALSE
"2205",66,75,76,59,FALSE
"2206",63,71,73,59,FALSE
"2207",78,100,104,85,FALSE
"2208",82,104,108,89,FALSE
"2209",82,100,104,81,FALSE
"2210",86,100,100,81,FALSE
"2211",82,96,96,78,FALSE
"2212",78,91,96,74,FALSE
"2213",78,87,92,70,FALSE
"2214",78,91,96,74,FALSE
"2215",82,100,104,81,FALSE
"2216",78,91,96,74,FALSE
"2217",66,79,84,66,FALSE
"2218",66,79,80,63,FALSE
"2219",70,79,80,63,FALSE
"2220",70,75,76,59,FALSE
"2221",63,75,76,63,FALSE
"2222",63,79,84,63,FALSE
"2223",66,79,84,63,FALSE
"2224",66,79,80,63,FALSE
"2225",66,79,80,63,FALSE
"2226",66,75,84,63,FALSE
"2227",66,75,84,63,FALSE
"2228",63,71,88,70,FALSE
"2229",63,63,88,74,FALSE
"2230",66,71,88,70,FALSE
"2231",70,79,76,59,FALSE
"2232",66,79,80,66,FALSE
"2233",66,75,84,66,FALSE
"2234",66,91,104,81,FALSE
"2235",78,113,117,96,FALSE
"2236",70,113,127,96,FALSE
"2237",66,113,117,100,FALSE
"2238",66,113,122,100,FALSE
"2239",66,113,127,100,FALSE
"2240",74,83,96,74,FALSE
"2241",66,71,73,59,FALSE
"2242",59,63,66,52,FALSE
"2243",59,63,66,55,FALSE
"2244",63,63,69,55,FALSE
"2245",63,67,69,55,FALSE
"2246",63,67,73,59,FALSE
"2247",70,83,88,70,FALSE
"2248",74,91,92,78,FALSE
"2249",74,83,96,74,FALSE
"2250",74,87,92,70,FALSE
"2251",71,88,93,68,FALSE
"2252",67,77,82,64,FALSE
"2253",67,81,86,64,FALSE
"2254",67,77,79,64,FALSE
"2255",67,73,75,60,FALSE
"2256",63,77,82,60,FALSE
"2257",71,84,90,72,FALSE
"2258",83,103,105,83,FALSE
"2259",87,99,105,83,FALSE
"2260",87,99,101,83,FALSE
"2261",87,99,105,79,FALSE
"2262",79,99,101,83,FALSE
"2263",79,95,101,75,FALSE
"2264",75,91,97,72,FALSE
"2265",71,81,82,64,FALSE
"2266",75,81,86,64,FALSE
"2267",71,77,82,64,FALSE
"2268",67,77,82,64,FALSE
"2269",67,70,90,64,FALSE
"2270",67,73,82,64,FALSE
"2271",71,73,82,64,FALSE
"2272",67,77,82,64,FALSE
"2273",67,77,82,64,FALSE
"2274",63,70,82,68,FALSE
"2275",59,60,90,83,FALSE
"2276",59,57,97,86,FALSE
"2277",59,57,97,86,FALSE
"2278",56,57,97,86,FALSE
"2279",59,57,97,86,FALSE
"2280",67,77,79,60,FALSE
"2281",67,77,82,64,FALSE
"2282",75,112,119,101,FALSE
"2283",79,112,124,98,FALSE
"2284",71,108,124,98,FALSE
"2285",67,112,124,98,FALSE
"2286",67,112,124,98,FALSE
"2287",63,112,124,98,FALSE
"2288",63,108,124,101,FALSE
"2289",67,108,135,98,FALSE
"2290",67,112,130,98,FALSE
"2291",67,112,119,98,FALSE
"2292",63,91,105,83,FALSE
"2293",63,66,62,57,FALSE
"2294",63,63,65,53,FALSE
"2295",63,66,68,53,FALSE
"2296",63,66,72,60,FALSE
"2297",63,70,72,60,FALSE
"2298",67,70,75,57,FALSE
"2299",67,66,72,60,FALSE
"2300",59,70,75,60,FALSE
"2301",75,88,90,72,FALSE
"2302",75,88,90,68,FALSE
"2303",67,79,85,65,FALSE
"2304",67,79,82,65,FALSE
"2305",67,75,78,62,FALSE
"2306",74,92,93,76,FALSE
"2307",82,97,101,83,FALSE
"2308",82,97,105,80,FALSE
"2309",78,88,93,76,FALSE
"2310",85,102,105,83,FALSE
"2311",85,102,101,83,FALSE
"2312",82,88,101,76,FALSE
"2313",74,88,97,80,FALSE
"2314",78,88,93,73,FALSE
"2315",78,84,93,69,FALSE
"2316",78,88,97,80,FALSE
"2317",74,88,97,83,FALSE
"2318",74,84,101,83,FALSE
"2319",74,88,101,80,FALSE
"2320",70,88,93,69,FALSE
"2321",67,75,85,62,FALSE
"2322",67,75,82,62,FALSE
"2323",67,71,82,65,FALSE
"2324",63,71,82,65,FALSE
"2325",60,60,85,76,FALSE
"2326",60,60,93,83,FALSE
"2327",60,60,93,87,FALSE
"2328",57,56,93,90,FALSE
"2329",57,56,97,94,FALSE
"2330",53,56,97,90,FALSE
"2331",60,56,93,87,FALSE
"2332",60,67,78,65,FALSE
"2333",74,115,119,101,FALSE
"2334",67,106,124,101,FALSE
"2335",67,111,119,97,FALSE
"2336",63,120,124,101,FALSE
"2337",63,115,124,101,FALSE
"2338",63,115,124,101,FALSE
"2339",67,115,129,104,FALSE
"2340",63,106,119,94,FALSE
"2341",70,71,78,62,FALSE
"2342",63,67,70,58,FALSE
"2343",63,71,74,62,FALSE
"2344",63,71,78,62,FALSE
"2345",67,67,74,62,FALSE
"2346",63,75,82,65,FALSE
"2347",74,88,89,76,FALSE
"2348",74,88,97,73,FALSE
"2349",70,88,85,65,FALSE
"2350",76,94,94,72,FALSE
"2351",76,89,90,68,FALSE
"2352",68,77,74,61,FALSE
"2353",68,77,78,61,FALSE
"2354",64,73,74,61,FALSE
"2355",84,102,98,83,FALSE
"2356",84,102,102,79,FALSE
"2357",76,85,90,72,FALSE
"2358",76,94,94,76,FALSE
"2359",84,102,102,79,FALSE
"2360",72,81,90,65,FALSE
"2361",68,69,86,68,FALSE
"2362",76,89,98,79,FALSE
"2363",80,94,102,76,FALSE
"2364",76,85,90,68,FALSE
"2365",80,98,98,83,FALSE
"2366",84,98,102,83,FALSE
"2367",80,98,106,83,FALSE
"2368",76,98,102,79,FALSE
"2369",68,69,78,65,FALSE
"2370",60,59,90,76,FALSE
"2371",57,59,98,87,FALSE
"2372",57,55,90,83,FALSE
"2373",57,55,86,79,FALSE
"2374",57,55,86,76,FALSE
"2375",57,55,86,72,FALSE
"2376",57,59,74,68,FALSE
"2377",68,106,115,98,FALSE
"2378",72,115,120,98,FALSE
"2379",68,111,120,98,FALSE
"2380",68,115,125,98,FALSE
"2381",68,111,125,98,FALSE
"2382",68,115,120,98,FALSE
"2383",64,115,125,98,FALSE
"2384",60,111,120,98,FALSE
"2385",68,115,120,102,FALSE
"2386",64,94,102,83,FALSE
"2387",68,77,74,61,FALSE
"2388",68,77,74,65,FALSE
"2389",68,77,74,61,FALSE
"2390",68,73,78,65,FALSE
"2391",68,69,74,57,FALSE
"2392",68,69,74,61,FALSE
"2393",68,73,82,65,FALSE
"2394",68,77,82,65,FALSE
"2395",64,73,78,61,FALSE
"2396",76,91,96,74,FALSE
"2397",68,79,79,63,FALSE
"2398",64,79,83,59,FALSE
"2399",64,75,79,59,FALSE
"2400",64,75,79,63,FALSE
"2401",68,75,79,59,FALSE
"2402",68,83,87,70,FALSE
"2403",80,91,91,81,FALSE
"2404",84,99,104,85,FALSE
"2405",76,91,96,74,FALSE
"2406",76,91,96,74,FALSE
"2407",76,91,96,74,FALSE
"2408",68,75,87,67,FALSE
"2409",80,95,100,78,FALSE
"2410",76,87,91,67,FALSE
"2411",71,87,87,70,FALSE
"2412",76,91,91,78,FALSE
"2413",80,99,104,81,FALSE
"2414",80,99,104,78,FALSE
"2415",76,91,96,74,FALSE
"2416",71,79,83,63,FALSE
"2417",60,61,83,70,FALSE
"2418",56,57,79,70,FALSE
"2419",60,51,83,74,FALSE
"2420",56,57,87,78,FALSE
"2421",60,57,87,78,FALSE
"2422",56,57,83,70,FALSE
"2423",56,54,87,78,FALSE
"2424",56,64,83,67,FALSE
"2425",64,99,104,88,FALSE
"2426",68,112,118,96,FALSE
"2427",71,112,118,99,FALSE
"2428",68,116,122,103,FALSE
"2429",64,116,128,103,FALSE
"2430",64,116,122,99,FALSE
"2431",68,116,128,103,FALSE
"2432",68,112,128,96,FALSE
"2433",60,91,104,81,FALSE
"2434",68,75,79,63,FALSE
"2435",64,75,75,63,FALSE
"2436",64,75,75,59,FALSE
"2437",68,71,75,59,FALSE
"2438",68,75,75,59,FALSE
"2439",68,75,75,59,FALSE
"2440",71,79,87,67,FALSE
"2441",71,75,79,59,FALSE
"2442",68,75,75,59,FALSE
"2443",75,83,89,71,FALSE
"2444",71,83,85,67,FALSE
"2445",67,79,77,62,FALSE
"2446",67,75,77,62,FALSE
"2447",67,79,81,62,FALSE
"2448",75,87,89,71,FALSE
"2449",79,91,93,75,FALSE
"2450",84,95,100,79,FALSE
"2451",84,95,100,75,FALSE
"2452",63,68,85,67,FALSE
"2453",75,91,89,71,FALSE
"2454",71,79,85,67,FALSE
"2455",79,95,104,79,FALSE
"2456",75,99,100,79,FALSE
"2457",79,99,109,83,FALSE
"2458",79,91,96,75,FALSE
"2459",59,54,67,54,FALSE
"2460",55,51,67,50,FALSE
"2461",55,51,67,54,FALSE
"2462",59,58,74,62,FALSE
"2463",59,58,81,71,FALSE
"2464",55,54,85,71,FALSE
"2465",55,54,85,71,FALSE
"2466",55,54,85,71,FALSE
"2467",55,51,81,71,FALSE
"2468",59,61,81,67,FALSE
"2469",71,111,123,96,FALSE
"2470",71,107,123,96,FALSE
"2471",67,107,113,96,FALSE
"2472",71,116,123,100,FALSE
"2473",67,111,123,100,FALSE
"2474",67,116,123,100,FALSE
"2475",71,111,128,100,FALSE
"2476",67,111,123,100,FALSE
"2477",71,111,128,100,FALSE
"2478",71,116,123,100,FALSE
"2479",71,107,118,96,FALSE
"2480",67,99,109,83,FALSE
"2481",63,75,81,62,FALSE
"2482",67,72,77,62,FALSE
"2483",67,68,74,58,FALSE
"2484",63,68,67,58,FALSE
"2485",67,75,74,58,FALSE
"2486",63,72,74,62,FALSE
"2487",63,75,77,62,FALSE
"2488",67,79,81,62,FALSE
"2489",74,87,88,70,FALSE
"2490",74,83,92,70,FALSE
"2491",66,79,84,63,FALSE
"2492",66,79,80,63,FALSE
"2493",66,79,88,63,FALSE
"2494",74,79,84,66,FALSE
"2495",82,87,96,78,FALSE
"2496",82,96,100,78,FALSE
"2497",82,91,96,78,FALSE
"2498",66,71,88,74,FALSE
"2499",56,53,80,66,FALSE
"2500",56,49,80,66,FALSE
"2501",56,53,73,66,FALSE
"2502",70,79,84,66,FALSE
"2503",78,83,88,70,FALSE
"2504",74,87,84,66,FALSE
"2505",74,79,84,63,FALSE
"2506",66,87,84,70,FALSE
"2507",78,96,104,81,FALSE
"2508",82,100,104,81,FALSE
"2509",82,100,104,85,FALSE
"2510",82,100,104,85,FALSE
"2511",78,91,92,74,FALSE
"2512",52,49,66,44,FALSE
"2513",52,56,69,55,FALSE
"2514",56,60,73,59,FALSE
"2515",59,60,76,66,FALSE
"2516",59,60,80,70,FALSE
"2517",56,53,84,74,FALSE
"2518",56,53,84,78,FALSE
"2519",52,49,88,78,FALSE
"2520",56,56,88,74,FALSE
"2521",56,63,84,66,FALSE
"2522",63,87,92,81,FALSE
"2523",66,104,112,89,FALSE
