"MinTemp","MaxTemp","Rainfall","Humidity9am","Humidity3pm","RainTomorrow"
-0.1,14.4,0.2,79,44,0
5.5,20,0,98,52,0
3,15,0,85,47,0
8.7,10.5,8.2,89,86,1
10.2,19.8,3.2,65,54,0
13.1,20.2,0.6,35,36,0
17.8,29.4,0,56,44,0
3.3,11.9,0,58,55,0
17.8,22.6,0,82,77,0
12.5,24,0,72,54,0
18.3,28.3,0,58,57,0
2.7,9.5,0.4,78,66,1
21.9,35.8,0,25,10,0
2.6,15,0,63,48,0
8.1,19.7,0,75,72,1
12,23.9,0,75,62,0
14.8,26.3,10.6,73,87,1
20.5,28.7,1.2,72,63,0
10.1,18.9,0.2,81,41,0
20,33.1,0,81,32,0
17.1,22,0,71,74,0
6.1,20.8,0,71,46,0
11.4,18.6,16.8,81,74,1
2.8,17.2,0,74,51,0
6.9,25.7,0,59,30,0
-0.2,19,0.2,94,49,0
11.3,22.5,0,72,49,0
25.3,30.8,3.2,84,81,1
22.6,24.5,0,76,80,0
7.9,15.1,0.4,77,53,0
13,21.2,0,38,82,0
17.5,21.5,18.8,94,97,1
12.3,19.3,0,67,62,0
11.7,27.6,0,66,39,0
11.5,25.5,0,84,70,0
8.2,27.8,0,65,29,0
9.1,15.4,4.4,80,59,0
9.9,23.5,12.8,66,50,0
7.4,25.7,0,61,30,0
11.7,30.6,0,40,26,0
10.9,26.2,0,60,27,0
20,28.3,0.4,64,64,0
10.7,18.4,0,74,77,1
12.3,25.7,0,56,25,0
14.2,24.4,0,75,59,0
23.3,32.4,24.4,81,66,1
15.9,29.7,0,43,31,0
8.1,19.7,0,58,45,0
1.4,12.4,0,71,79,0
9.1,23.8,0,84,43,0
24.1,32.2,2.8,67,39,0
26.6,33.3,0,75,60,0
22.7,33.5,1.8,21,42,0
19.9,23.2,2.8,86,56,0
8.7,18.7,6,71,43,0
10,22.5,0,55,46,0
9.3,19.4,0,87,84,1
3.2,9.2,0.2,99,99,0
14.8,27.6,0,50,22,0
10.8,17.6,0.2,79,65,0
7.6,17.1,41.2,97,63,1
19.5,30.4,0,59,43,0
-2,13,0,85,56,0
20.5,31,0,50,35,0
16.8,23.3,3,89,66,0
1.5,19.2,0,45,18,0
21.3,29.5,0,64,66,0
1.4,14.2,0.6,96,93,1
8.5,30.4,0,35,14,0
4.6,16.5,0,11,6,0
1.8,10.1,1.2,97,90,1
18.4,30.5,1.2,57,23,0
24.7,34.1,0,72,39,0
25.3,41.1,0,12,6,0
11.4,21.4,1,99,51,1
14.1,24,0,35,30,1
22.4,31.4,0,62,48,0
3.5,20.5,0,62,34,0
18.4,23.9,0.2,82,72,0
14.7,25,0,56,52,0
-1.2,13.7,0,71,40,1
8.8,23.7,0,86,48,0
14.3,19.2,11.6,100,92,0
3.4,15.7,1,98,64,0
9.4,26.5,0,25,8,0
5.8,12.5,0,93,80,1
5.8,13.1,0,97,93,1
23.5,33.4,0,66,44,1
25.4,31.1,0,84,74,1
17.2,29.6,0,39,32,0
7.1,18.2,0,53,35,0
9.1,14,9.4,100,82,1
8.8,19.2,0.2,99,80,0
-1,14.2,0.2,67,63,0
9.4,16.9,2.4,94,74,0
11.6,18.2,0,45,35,0
15,35.1,0,88,31,0
14.3,22.3,0,52,48,0
6.6,28.5,0,27,23,0
6.6,22.4,0.2,65,46,0
11.4,23.2,0,56,45,0
14,18.8,2.4,61,58,0
15.2,26.1,0.2,78,58,0
8.4,22.5,0,60,52,0
8.9,25.9,0,96,51,0
12.5,16.5,6.4,60,67,1
15.1,19.5,0,69,65,0
17.7,23.6,1,91,55,0
21.2,32.3,0,64,18,0
0,17.8,0,73,52,0
13.1,19.6,5.2,47,53,0
17.5,28.4,0,59,51,0
-2.7,19.4,0,78,32,1
11.9,28.9,0,64,33,0
22,24.9,0,82,77,0
-1.6,12.4,0,68,64,0
13.3,25,0,70,40,0
10.1,30,0,61,21,0
12.5,24.4,0,83,61,0
5.7,17,0,86,50,0
13.2,25.9,0,74,32,0
19,40.1,0,5,6,0
9.6,17.7,3.2,65,52,0
8.2,13.9,0.6,89,97,1
14.7,21.7,0,52,66,0
10.2,24.9,0,81,36,0
7.5,17.7,0,79,73,0
14.9,20.7,0,80,68,0
13.7,28,0,44,39,0
6,13.9,1,98,61,0
20.6,30.5,0,57,52,0
12.7,30.5,0,30,17,0
11.3,22.2,0,41,23,0
23.3,35,1,78,50,0
9.3,17.1,1.2,50,51,0
10.7,16.5,4.4,71,65,1
12.4,23.9,0,57,49,0
13.6,25.1,0,37,49,1
15.6,21.3,0.2,71,66,0
13.4,29.9,0,45,40,0
15.1,28.3,14.4,73,44,0
19.5,23.3,9.6,92,75,1
15.5,33.2,0,49,23,0
2,16.6,0,61,24,0
10.1,27.5,0,71,34,1
11.3,24.4,0,51,77,0
17.8,22.2,0,87,80,0
10.8,17.3,0,65,50,0
14.7,26.8,0,44,28,1
5,15.8,9.2,77,54,1
18.9,25.7,0,67,69,0
7.8,22.8,0,75,91,1
11.3,27.9,0,61,19,0
8.2,19,0,74,57,0
17.9,22.2,2.4,81,74,1
13,26.3,0,47,35,0
20.2,30.5,0,65,57,1
6.2,23,0,49,29,0
9.3,17.7,0,82,69,1
4.6,16.2,0.2,97,58,0
18.3,31,0,66,36,1
0.8,14.5,0,89,52,0
8.6,13.7,15.8,96,92,1
5.5,18.7,0,88,57,0
25.2,35.8,0,75,53,1
25.7,32.8,3,74,66,0
8.9,13.2,8.2,92,76,1
9.5,15.1,6.8,64,54,0
15.1,25.6,7.6,84,51,0
19.4,36,0,53,36,0
20.9,27,13.6,98,75,1
14.9,35,0,37,11,0
10.1,21.4,0,67,52,0
11,29.8,0,57,28,0
14.9,25.1,0,53,61,0
-0.9,12.6,0.2,100,54,0
6.7,22.2,0,84,41,0
7.5,24.1,0,48,25,0
24.2,30,0,59,56,0
9,21.1,0,68,38,0
6.1,25.4,0,67,35,0
0.3,15.3,1,74,44,0
27.6,37.9,0,47,34,0
10.7,30.3,0,79,30,0
-0.4,8.4,1.8,98,73,0
19.5,35.6,0,53,14,0
3.8,10.6,0.4,64,53,0
8.5,14.2,9.2,55,80,1
8.1,18.5,0,80,53,0
7.7,14,0,68,56,1
2.5,13.4,0.2,93,62,0
16.5,35.8,0,49,23,0
11,20,0,65,57,0
10.5,16.2,3.8,89,70,0
12.6,13.9,2.2,92,82,1
5.7,13.5,14.6,97,44,0
10.5,13,9.4,99,99,1
13,21.1,0,66,62,1
21.3,30.3,0,61,54,0
21.6,40.8,0,15,11,1
2.4,20.4,0,56,24,0
9.9,21,0,98,55,0
25.8,32.7,0,80,96,1
13.1,31,0,62,46,0
14.8,21.8,0,62,40,1
23.1,32.8,0,64,41,0
13,20.3,0,75,67,1
16.2,21.2,0,48,54,0
15,36.5,0,30,13,0
13.5,20.7,0,73,72,0
11.8,16.4,18.4,99,73,1
14.3,21.3,1.4,97,78,0
8.3,16.7,9.8,99,79,1
16.8,26.9,8.4,91,47,0
10.7,20.8,0.2,52,32,0
7.1,10,8.2,89,75,1
7.5,26.8,1.4,83,37,0
14.3,31.2,0,80,49,0
14.7,26.6,0,79,50,0
10.6,27.1,0,48,23,0
17.7,30.7,0,48,46,0
10.9,35.5,0,71,20,0
9.7,15.3,0,61,43,0
7.6,24.4,0,50,40,0
13,24,0.6,77,45,0
11.6,26.8,0.2,83,53,0
21.3,24.7,0,74,71,0
6.8,19.8,0.2,62,54,0
19,23.5,0,64,68,0
-2.2,11.9,0.2,84,39,0
8.5,21.5,0.6,79,50,0
7.7,17.7,1.2,92,89,1
19.7,32,0,84,72,1
7.4,18.5,8.2,89,65,1
5.2,23.3,0,63,42,0
7.2,15.2,1.4,72,62,0
23,34.1,0,72,49,0
22.7,33.5,0,49,24,0
22.7,46.4,0,56,13,1
25.4,31.3,0,72,85,1
25.7,37.5,0,15,14,0
9,17,0.6,98,68,1
9.9,25.4,0,65,35,0
24.6,30.9,3.6,73,59,0
5.4,19.1,0,83,45,0
12,17.2,0,65,64,0
18.1,25.4,0,65,70,1
8.4,17.5,5.5,76,53,1
10.7,18.4,0.4,72,71,1
8.9,28.8,0,68,21,1
6.9,17.2,1,99,63,1
9.1,20.3,0,49,35,0
0.5,25.4,0,44,23,0
19.2,34,0,73,32,0
3.9,13,0,97,73,0
3,18.5,3,100,64,0
-0.4,21.7,0,47,18,0
22.1,28.3,4,67,68,1
24.7,34.2,0,59,55,1
18.7,23.4,0,61,42,0
3.3,17.8,0,73,47,0
9.4,11.2,0.8,100,100,1
9,25.5,0,59,26,0
23.9,30.5,1.6,75,72,1
17.6,25.3,8.2,87,59,1
18.5,30.9,0,74,53,0
14.3,33.9,0,56,13,0
20.1,36.8,0,48,24,0
11.8,21.3,3,45,62,0
13.4,33.4,0,76,31,0
14.6,35.2,0,27,18,0
18.3,34,0,76,54,0
14,33.9,0,44,16,0
15.4,32.9,0,11,6,0
4.6,26.9,0,72,22,0
15.9,20.1,0,64,68,1
10.3,21.6,0.2,93,67,0
12.5,31,0,68,27,0
18.7,25.7,0.8,80,59,0
15.2,21.3,8.4,54,43,0
17.3,36.7,0,41,16,0
13.2,21.4,19.6,88,49,1
16,24.1,0,63,42,0
9.1,28.9,0,60,26,0
12.7,17.2,0,74,47,0
9.8,28.6,0,57,28,0
12.8,20.1,0,76,47,0
12,21.8,0,76,55,0
9.4,21,0.4,79,48,0
3.4,23.1,0,53,19,0
7.4,16.4,5.2,71,61,1
7,21.8,0,61,40,0
4.2,20.1,0,99,43,0
17.7,33.9,3.8,60,34,0
7,13.2,8.2,95,85,1
9.6,19.8,5.2,81,47,0
22.2,29.6,28.2,89,66,1
7.2,24.2,0,70,29,0
7.9,21.1,0,65,37,0
17.6,26.9,0,55,51,0
1.9,16.2,0,87,57,0
11.2,18.9,4.4,75,62,0
6.5,17.6,0,59,52,0
3.1,9.4,0,98,68,0
7,13.8,0.8,88,87,1
12,23.1,0,49,33,0
10.3,28.1,0,77,29,0
14,24.4,0,50,39,0
17.5,22.4,0.2,60,61,0
1.1,13.6,0,100,69,0
14.7,17.4,12.4,81,70,0
8.7,14.9,1.4,81,67,1
9.9,22.5,0,91,62,0
13.1,29.6,0,42,18,0
17.9,22.5,0.2,71,77,0
19.5,26.1,3.2,76,71,0
21.4,29.6,0,72,74,0
10.8,15.9,0.2,66,78,0
21.6,30.9,0,75,54,0
22.1,29.6,0,72,63,0
12.4,17.6,0,69,62,0
17.1,23.3,1.2,67,48,0
6.3,11.8,0.6,87,83,1
7.5,15.3,0,84,54,0
12.7,15.3,16,100,91,0
30.5,44.2,0,15,10,0
10,13.4,1.8,91,78,1
3,16.2,0,99,72,0
17.6,20.3,7.8,93,87,1
21.8,29.8,0,69,60,0
11.2,25.4,0,67,50,0
9.1,15.4,0,68,71,1
13.6,21.3,0,60,61,0
23.4,27.5,29.8,81,95,1
11.3,24.9,0,74,40,0
3.4,16.7,0,100,52,0
23.7,39.7,0,24,12,0
11.7,34.3,0,16,10,0
6.1,12.5,3.4,99,92,1
19,34.3,0,46,19,0
4.4,19,0,54,41,0
6.7,23.1,0,96,37,0
13.8,25.6,0,70,35,0
10.9,23.4,0,58,43,0
6.1,17,0.6,89,57,1
19.6,24.7,1.8,74,69,0
3.4,16.7,0,49,41,0
8.9,20.9,0,34,25,0
16.6,23.4,0,71,60,0
23.8,29.4,2.8,82,80,1
7.9,11.1,14.6,83,66,1
11.2,20.6,0,56,37,0
9.1,13.8,4,87,87,0
5.1,18.8,0,45,38,0
5.9,17,0,62,41,0
16.2,31.4,0,55,23,0
18.3,24.9,0.2,86,52,0
17,33.3,2,78,23,0
15.7,29.7,0.2,70,70,0
13.2,20.5,3.2,52,38,0
13,17,0,66,69,1
14.7,32.8,0,34,16,1
6.3,17.6,0.2,87,52,0
9.2,28.5,0,69,30,0
9,14.3,7,93,80,1
24.4,36.4,0,59,59,1
11.8,20.1,0,68,57,0
9.5,28.5,0,53,24,0
9.4,25.2,0.8,29,19,0
16.8,29.2,0,58,32,0
15,25,0,59,66,0
19,24.7,10.4,78,69,1
15.2,27.8,0,79,37,0
20,35.5,0,25,29,0
5.1,16.8,0,83,64,0
12,27,0,78,49,1
21.4,27.6,0,82,68,0
5,25.4,0.2,95,35,0
8.7,17.8,0.2,91,58,0
-1,13.5,0.2,94,61,0
8.2,18.9,1.6,75,53,0
15.8,30.6,0,69,22,0
19,26.7,3,78,47,0
16.5,22.3,0,78,67,0
16.3,23.8,0,72,61,0
8.1,14.6,0,75,59,0
7.6,15.2,0.8,94,68,0
14.8,19.2,0.8,68,66,1
7.6,10.7,50.8,97,97,1
22.5,28.6,0,74,64,0
23.4,41.6,0,2,0,0
18.1,27.9,0,73,56,1
8.2,15.5,0,70,56,0
9.2,17.8,0,86,49,0
11.6,19.2,0,100,89,1
7.8,29,0,50,36,0
13.6,22.3,0,56,49,0
11.6,23.3,0.2,71,58,0
24.8,32.7,0,64,61,0
20.1,27.3,1.8,76,71,1
6.2,13,0.4,90,75,0
4.1,16.2,0,63,53,0
7.3,17,0,68,59,0
20.9,34.3,0,49,30,0
20.4,26.1,28.2,76,71,1
8,18.7,3.8,98,72,1
8.2,20.8,0,81,39,0
8.7,25.6,0,69,38,1
9.5,19.9,0,88,52,0
17.7,24.9,0,57,51,0
16.7,27.3,0,61,58,0
25.2,33.2,0.2,72,64,0
2.3,16.2,3,54,42,0
11.4,23.2,0.2,90,50,0
23,24.9,0,49,88,0
21,30.8,1.8,75,50,0
5.6,16.6,0,57,31,0
13.6,30.9,0,50,29,0
11.6,29,0,46,23,0
12.9,27.1,0,67,41,0
11.9,25.4,0,51,31,0
11.5,29,0,41,20,0
9.4,17.6,0,75,66,1
11,28.8,0,60,30,0
9.8,30.6,0,45,17,0
14.9,17.4,5,93,71,1
20.3,28.1,2,80,87,1
1.3,21.4,0,68,24,0
9.6,23.1,0,99,48,1
13.9,17.5,0.6,63,58,0
15,22.8,0,56,61,0
21.8,28.3,9.8,89,69,1
22,26.1,0,22,35,0
15.7,31.7,3,55,28,0
9.8,27.3,0,42,20,0
6.2,12.8,0.6,100,98,1
13.4,18.2,0,82,71,0
16.9,23.5,0,57,62,0
10.4,23.1,4.4,56,48,1
18.8,28,0,75,60,0
-4.3,0,3.8,97,97,1
6.6,18.4,0,72,50,0
1.5,17,0,70,66,0
22.9,29.3,0.8,64,57,1
13.1,14.5,0,31,41,0
16.1,41.6,0,66,27,0
9.4,21.5,0,94,54,0
13.5,26.7,0,45,24,0
21.6,35.8,2.6,73,45,1
16.3,27.7,0,65,44,0
11.6,23.2,14.8,91,13,0
11.4,18.8,0,64,60,1
14.7,29.5,0,65,30,0
4,9.3,0,80,75,0
14.7,25.3,0,89,51,0
11.6,21.6,0.2,40,42,0
10,27.6,0.2,99,46,0
17.5,34.2,0,43,15,0
-4.3,0.3,23.2,88,91,1
18.5,26.1,24.6,89,60,0
13.1,25.6,0,75,64,0
15.8,20.2,11.4,93,92,1
7.1,14.2,0,48,42,0
15.6,26.2,0,55,68,0
5.8,17.8,1.2,92,50,0
8.4,18.5,5.8,91,60,1
10.8,20.9,2,80,68,1
12.6,24.2,0,48,30,0
16.2,34.4,0,26,12,0
1.1,11.7,1.2,99,83,1
27.7,34.3,0,79,67,1
14.1,27.6,0,71,47,0
25.3,32.8,0,66,50,0
9.5,29.2,0,59,39,0
6.8,27.3,0,51,29,0
12.1,18.2,2.2,95,73,0
20,25.8,0,67,52,0
17.2,28.3,0.6,71,63,0
13.1,16.2,5.2,52,54,1
23.6,32.4,0,61,40,0
20.2,37.3,0,16,33,0
12.7,28.9,0,51,26,0
18.7,21.3,0.6,92,58,1
18.3,34.9,0,47,22,0
6.8,16.6,1.2,78,58,1
4.8,24,0,33,23,0
4.7,21.6,0,85,36,0
14.4,25.6,3.8,47,33,0
5.3,12.4,1,79,54,0
17.9,27.4,0,42,31,0
21,28.6,2.2,71,88,1
9.4,12.6,0.6,98,98,1
11.6,16.7,0,73,79,1
10.1,31.1,0,34,13,0
13.8,20.1,0,78,67,0
8.5,14.7,0,93,55,0
10,16.9,2,88,68,1
16.5,39.7,0,9,6,0
17.2,30,9.6,79,44,1
16.5,25.5,0,72,75,0
14.1,20,15.2,89,50,0
15.5,20.4,0.4,79,87,0
20.3,26.4,0.8,71,82,1
25.7,32.9,0.4,71,84,1
2.9,17.6,0,81,37,0
4.7,17,0,71,52,0
12.5,16.1,0,54,42,0
12.8,21.8,1.2,68,68,0
11.8,21.6,0,62,67,0
11.1,23.7,0,80,54,0
8.2,19.5,4,90,45,1
17.4,32.6,0,69,47,0
22.4,32.5,0,33,36,0
6,13.8,1.6,71,61,0
21,38.9,0,12,39,0
9.6,15.7,0.6,100,81,1
20.8,30.2,16,74,67,0
6.4,16.1,0.6,67,76,1
19.9,24.9,0,83,75,1
17.3,27.3,3.4,100,64,1
9.3,17.9,0,70,69,0
4.1,19.4,0,91,36,0
20.4,25.2,39,96,81,1
7.7,20.3,0,52,51,0
18.1,29.1,0,60,42,0
15.7,33.1,0,51,17,0
5.7,11.1,6,100,91,0
18.2,24.9,0,78,68,0
13.6,27.3,0,61,36,0
23,41.3,0,48,8,0
1.6,9.7,0.2,88,68,0
4.9,11.4,0.2,67,75,0
22.6,33,0,47,58,0
22.6,27.4,26.2,88,83,1
9.4,22.7,0,62,32,0
10.3,20.2,0,82,46,0
1.4,11.2,0,98,66,1
18.8,32.4,0,46,22,0
10.1,16.8,0,78,66,0
15.5,20.6,8.4,94,87,1
13.4,24.3,0,21,9,0
17.9,22.8,7,56,57,0
12.2,19,2.8,86,57,1
14.2,28.4,0,97,60,0
21.7,28.3,0,70,58,0
21.8,35.2,0,49,28,0
6.4,17.1,0,68,41,0
15.9,24.8,0,74,67,0
4.9,21.2,0,72,48,0
2.7,20,0.2,88,35,0
5.1,15.9,5.6,51,39,0
6,13.7,0,59,55,0
6.9,26.2,0,47,40,0
10,19.9,0,40,39,0
16.7,28,0,77,50,0
7,19.5,0.2,62,46,0
10.8,15.5,0,67,90,1
7.8,26.6,0,33,15,0
17,23.1,0,57,62,0
16.6,26.3,0,62,57,0
11.1,23.4,0,50,36,1
16.5,27,15.8,89,59,0
1.6,13.5,0,72,45,0
13.3,32.4,0,47,21,0
10.1,18.8,0,35,21,0
6.1,19.6,0,76,49,0
20,27.1,4.8,98,78,1
14.1,35.4,0,76,29,0
7.8,16.3,0,49,31,0
1.5,10.5,0.6,94,71,0
19.1,32.2,0,75,45,1
22.1,26.4,0,73,77,0
4.2,17.5,3,99,52,0
21.6,28.5,0,58,59,0
11.8,18,1.8,60,49,1
8.1,13.9,16.8,99,96,1
9.3,17.8,0,48,50,0
13.2,30.5,0,66,32,0
3.2,11.1,0.2,90,70,0
3.4,14.4,0.4,84,53,0
20.9,42,0,29,10,0
12.3,32.2,0,52,31,0
13.9,18.2,8.6,80,72,1
4.4,17.6,0,97,63,0
22.1,30.6,0.2,66,62,1
1.9,15.5,0,75,42,0
4.3,20.9,0,63,55,0
7.2,15.9,5.6,74,67,1
16.6,29.9,0,81,52,0
17.2,34.9,1.8,79,34,0
23.2,30.2,0,71,63,0
9.4,17.4,0,66,51,0
5.4,17.2,0,95,74,0
18.4,26.5,10.6,85,61,1
12.8,18,6.6,93,50,1
7.6,19.3,0.8,56,52,1
4.8,22.1,0,76,36,0
11.9,24.4,0,50,30,0
9,20.5,1.2,63,39,0
6.3,15.3,0,67,49,0
18.2,22.7,10.4,90,75,1
12.1,17.2,8.6,99,90,1
10,21.5,0,65,76,0
16.3,29.5,0.6,32,21,0
10.7,17.7,1.4,94,89,1
5.5,17.5,0,73,46,0
15.1,21.3,15.4,85,65,0
8.8,26.5,0,47,28,0
-4.5,16.1,0,76,27,1
7.1,14.1,0,75,77,0
20.7,28.8,7.4,66,56,1
5.9,13.1,3.6,72,70,0
12.6,27,0,71,58,0
5.9,14.3,4.8,98,79,1
3.8,13.8,0,80,58,0
11.2,21.2,4,76,41,1
16.9,37.2,0,49,13,0
9.9,26.4,0,44,33,0
13.5,18,4.8,90,67,1
7.2,18.4,0,81,57,0
14.4,18.5,0.2,69,84,1
9.3,16.4,2,68,53,1
12.4,25.5,0,92,50,0
20.5,28.4,0.6,58,56,1
17.4,26.8,2.4,73,63,1
19,28.6,0.4,77,60,0
25.7,44.3,0,17,10,0
-1.1,13.2,0.2,60,86,1
19.3,28,0,72,72,1
14.7,19.8,1.6,62,57,0
11.4,32.9,0.2,52,31,0
16.7,30.4,0,44,43,0
15.9,20.7,0,80,71,0
21.8,29.4,0,69,62,0
10.1,24.2,0,56,33,1
6.6,25.7,0,61,23,0
4.3,14.3,0.2,76,54,0
7.9,26.5,0,60,34,0
9.3,25.3,0,70,43,1
14.6,26,0.2,61,71,0
3.4,17.2,0,71,40,0
7.9,16.1,0,82,62,0
18.1,22.5,1,82,79,0
11.9,19.5,0.2,65,43,0
25.2,32.1,0,66,58,0
12.2,27.7,0,81,45,0
18.6,25.7,17.2,67,61,0
19,34.5,0,61,32,0
6.9,21.7,0,72,34,0
10.8,18.8,13.2,82,56,0
10.4,14.1,11.2,70,61,0
13,22.6,0,64,53,0
12.6,28.6,0,60,19,0
8.6,20,2.2,94,57,0
15,23.3,0,67,77,0
15.8,26.3,2.2,93,55,0
3.6,11.5,9.6,82,69,0
6.8,18.3,0,100,66,0
13,23,0,62,55,0
13.1,25.9,0,94,62,0
12.3,18.1,0,64,83,0
17.4,35.6,0,37,21,0
5.5,18.4,0,78,51,0
8.7,23,0,36,24,0
9.8,19.4,0,63,49,0
22.8,32.6,0,64,51,1
9.2,19.1,1.4,99,82,0
8,14.5,4.6,86,73,0
24.5,28.4,55,96,86,1
17.7,33.9,0,52,23,0
19.1,23.7,8.2,88,60,1
6.6,28.1,0,57,11,0
11.5,17.9,0,54,36,0
3.5,17.3,0,79,58,0
12.6,21.9,11.4,90,61,0
10.3,21.1,0,66,53,0
18.8,22.9,0,80,60,0
12.2,23.1,0,55,51,0
17.4,24.5,1.2,78,66,0
18.4,24.1,1.6,75,77,0
22.8,28.2,0,74,69,0
21.9,28,0,58,61,0
11.9,30.6,0,47,22,0
7.9,27.8,0,48,18,0
18.3,25.9,0,55,56,0
4.6,17.6,0,52,25,0
4.1,11.9,0.2,80,72,0
3.4,18.5,0,74,36,0
8.7,19,2.8,72,53,0
4.9,19.3,0,48,45,0
20.4,28.3,0,67,49,0
20.5,23.9,0,63,67,1
7.8,17.5,6,97,72,0
14.9,20.1,0.6,30,34,0
20.5,25.1,12.8,95,78,1
5.1,32,0,54,17,0
7.2,22.3,0,99,50,0
11.9,24.7,0,63,46,0
2.4,18.6,0,90,41,0
7.1,14.8,0,86,67,0
18.8,29.7,0,60,60,0
12.3,21.6,0,60,49,1
17.5,30.2,0,44,46,1
6.4,10.6,0.2,98,78,0
9.6,13.6,1.8,86,65,0
13.5,22.7,0,46,45,1
6.2,23.7,0,66,33,0
12.9,27.1,0,40,21,0
13.9,19.2,19.8,85,78,0
12.7,14.5,8,99,99,1
10.3,25.4,0,57,40,0
15.9,21.3,0,49,56,0
18.6,29.5,0,58,49,1
8.4,19.4,0,56,47,0
14.8,26.4,0,30,89,1
19.8,36.8,0,52,13,0
14.7,17.7,5.2,89,67,1
4.7,12.3,11.2,78,61,0
7.1,23.1,0,41,32,0
9.8,22.4,1,61,54,0
18.1,35.2,0,68,30,0
2,26.4,0,54,16,0
17.9,24.1,6.2,92,73,0
12.4,26,0,56,34,0
14.4,32.4,0,57,47,0
3.7,12.5,0,85,89,0
19.3,35.5,0,34,13,0
10.3,17,22.8,64,60,0
12,19,1.2,78,80,1
8.4,16.9,0,66,59,0
6,19.4,0,38,37,0
22.6,29.4,0,75,70,1
5.1,12.5,1.4,77,65,1
8.6,15.2,0,75,66,0
19.7,36,0,27,14,0
13.3,22.1,4.6,71,68,1
13.2,27,0,69,39,0
12.7,15.8,0.8,75,52,0
9.1,20.2,0.2,91,42,0
10.3,15.3,0,75,47,0
23.1,26.3,21.6,85,91,1
11.6,23.5,0,43,37,1
12.7,29.9,0,45,60,0
12.8,26.1,0,45,36,1
10.8,18.6,0.2,85,75,1
10.6,19.1,0,68,36,0
14.4,23.5,0,58,51,0
12.5,21.4,2.2,82,42,0
8.5,18.4,0.2,64,41,0
15.5,31.4,0,57,32,1
7.1,21,0,74,51,0
13,29.5,0,74,35,0
11,25.9,1.2,43,22,0
4.9,24,0,38,21,0
25.6,32.3,8.8,76,61,0
1.9,14.2,0,91,92,0
13.7,17.1,12.8,98,89,1
11.5,20,0,67,73,0
19,38.5,0,19,8,0
16.8,30.8,0,99,90,1
16.4,26,0,66,60,0
4.6,21.4,0,96,56,0
16.4,22.5,1,82,47,0
14.2,22.7,0,54,26,0
12.9,30,0,25,9,0
9.2,14,1,94,59,0
18.9,28.9,1.4,58,57,0
6.1,21,0.2,65,39,0
16,18,0,76,81,0
21.5,27.2,0,71,50,1
16.6,18.8,0.4,87,71,0
14.4,26.8,0,61,36,0
14.1,26.5,0,27,31,0
13.6,23.6,0.2,64,89,1
19.7,32.3,0,10,5,0
17.2,30.1,0,67,57,0
26.8,32.3,0.4,80,71,1
13.8,21,0,25,20,0
13.1,25.4,0,51,34,0
14.4,15.5,0,73,96,1
9.8,32,0,44,9,1
6.2,17.8,0,48,42,0
11,30.7,0,72,26,0
16.1,23.2,0.2,74,58,0
14.4,20.7,0,86,67,1
14,27.8,0,49,30,0
7.3,13.5,15,61,76,1
9.7,19.4,12.2,87,59,1
6.9,22.3,0,91,46,0
12.1,32.5,0,67,16,0
14.5,21.9,0,70,63,1
14.1,24.1,0,54,39,0
19.4,25,0,67,68,0
16.3,27.7,0,63,33,0
1.9,20.1,0.2,98,34,0
16.5,20.7,0,56,71,0
25.2,33.8,0,52,50,0
14.6,19.3,0,42,35,0
20.7,32.2,1.2,69,58,1
8.4,20.4,0,58,42,0
22.6,33,0,45,40,0
17.5,26.1,0.2,62,66,0
7.6,19.4,0,72,51,1
16.3,29,0,75,43,0
9.8,20.2,0,48,39,0
9.7,19.4,0.2,88,67,0
11.8,19.1,0,51,38,0
2.7,19.3,0,80,40,0
13.2,23.5,0,66,31,1
4.1,17.6,0.2,52,35,0
21.8,30.8,0,61,51,0
6,22.1,0,79,45,0
12.4,25.1,0,39,34,0
4.5,17.5,0,84,50,0
16.5,36.9,0,35,14,0
23,25.8,0,99,94,1
11.9,15.8,7.2,97,67,0
21.9,24.4,0,85,68,1
16.6,22.7,45.8,88,72,1
15.1,25.4,0,55,37,0
8.5,13.9,0.6,78,58,0
18.6,24.1,2.4,73,73,0
7.8,26.9,0,48,23,0
18.3,24.3,6.2,84,70,1
24.2,35.6,0,39,39,0
12,22.7,0,57,37,0
15.7,21,0,37,88,1
4.4,19.5,0,72,26,0
18.3,33.1,0,41,22,0
18.7,28.1,5.4,68,44,0
21.6,31.7,15.2,68,37,0
13.4,21.5,0,94,78,0
8.1,19.6,0,71,54,0
13.3,20.7,0,74,79,0
21.6,35.7,0,62,79,1
9.2,23.3,0,66,69,0
10.4,20.6,1.4,65,43,0
15.8,19.5,30.6,81,70,0
13.6,28,0,57,43,0
18.3,24.5,0,61,57,0
15.2,29.1,0,61,41,0
5.4,15.2,13.2,86,67,1
7,15.4,7.8,78,54,1
-4.3,12.3,0,98,48,0
10.6,19.3,1.2,99,71,0
5.2,21.6,0,86,38,0
19.7,25.6,0,62,72,0
11,31.6,0,71,21,0
18.5,27.9,0,62,60,0
14.2,28.4,0,65,26,0
7.1,21.2,0,35,44,0
19,30.6,0,51,52,0
6.1,18.3,0,69,53,0
17.2,23.5,0,55,56,0
14.3,24.3,0,45,62,1
8.7,19.7,0,79,67,0
7.5,31.4,0,53,17,0
11.8,27.6,0,72,37,0
17,25.5,0,50,58,0
11.5,33.6,0,53,39,0
11.6,22.7,0,79,62,0
