"PassengerId","Survived","Pclass","Sex","Age","Fare","has_family_member","pclass_1","pclass_2","person_female","person_child"
1109,0,1,"male",57,164.8667,1,1,0,0,0
1110,1,1,"female",50,211.5,1,1,0,1,0
1111,0,2,"male",26,8.05,0,0,0,0,0
1112,1,2,"female",30,13.8583,1,0,1,1,0
1113,0,2,"male",21,8.05,0,0,0,0,0
1114,1,2,"female",22,10.5,0,0,1,1,0
1115,1,2,"male",21,7.7958,0,0,0,0,0
1116,1,1,"female",53,27.4458,0,1,0,1,0
1117,1,2,"female",14,15.2458,1,0,0,0,1
1118,1,2,"male",23,7.7958,0,0,0,0,0
1119,0,2,"female",15,7.75,0,0,0,0,1
1120,0,2,"male",40.5,15.1,0,0,0,0,0
1121,0,2,"male",36,13,0,0,1,0,0
1122,0,2,"male",14,65,0,0,1,0,1
1123,1,1,"female",21,26.55,0,1,0,1,0
1124,0,2,"male",21,6.4958,1,0,0,0,0
1125,0,2,"male",23,7.8792,0,0,0,0,0
1126,0,1,"male",39,71.2833,1,1,0,0,0
1127,0,2,"male",20,7.8542,0,0,0,0,0
1128,0,1,"male",64,75.25,1,1,0,0,0
1129,0,2,"male",20,7225,0,0,0,0,0
1130,0,2,"female",18,13,1,0,1,1,0
1131,1,1,"female",48,106425,1,1,0,1,0
1132,1,1,"female",55,27.7208,0,1,0,1,0
1133,1,2,"female",45,30,1,0,1,1,0
1134,1,1,"male",45,134.5,1,1,0,0,0
1135,1,2,"male",28,7.8875,0,0,0,0,0
1136,0,2,"male",19,23.45,1,0,0,0,0
1137,0,1,"male",41,51.8625,1,1,0,0,0
1138,0,2,"female",22,21,0,0,1,1,0
1139,0,2,"male",42,32.5,1,0,1,0,0
1140,1,2,"female",29,26,1,0,1,1,0
1141,0,2,"female",30,14.4542,1,0,0,1,0
1142,1,2,"female",0.92,27.75,1,0,1,0,1
1143,1,2,"male",20,7925,0,0,0,0,0
1144,0,1,"male",27,136.7792,1,1,0,0,0
1145,0,2,"male",24,9325,0,0,0,0,0
1146,0,2,"male",32.5,9.5,0,0,0,0,0
1147,0,2,"male",17,7.55,0,0,0,0,0
1148,0,2,"male",17,7.75,0,0,0,0,0
1149,0,2,"male",28,8.05,0,0,0,0,0
1150,1,2,"female",19,13,0,0,1,1,0
1151,1,2,"male",21,7775,0,0,0,0,0
1152,1,2,"male",36.5,17.4,1,0,0,0,0
1153,0,2,"male",21,7.8542,0,0,0,0,0
1154,1,2,"female",29,23,1,0,1,1,0
1155,0,2,"female",1,12.1833,1,0,0,0,1
1156,1,2,"male",30,12.7375,0,0,1,0,0
1157,0,2,"male",23,7.8958,0,0,0,0,0
1158,0,1,"male",20,0,0,1,0,0,0
1159,0,2,"male",17,7.55,0,0,0,0,0
1160,1,2,"female",24,8.05,0,0,0,1,0
1161,0,2,"male",17,8.6625,0,0,0,0,0
1162,0,1,"male",46,75.2417,0,1,0,0,0
1163,0,2,"male",28,7.75,0,0,0,0,0
1164,1,1,"female",26,136.7792,1,1,0,1,0
1165,0,2,"female",23,15.5,1,0,0,1,0
1166,0,2,"male",22,7225,0,0,0,0,0
1167,1,2,"female",20,26,1,0,1,1,0
1168,0,2,"male",28,10.5,0,0,1,0,0
1169,0,2,"male",40,26,1,0,1,0,0
1170,0,2,"male",30,21,1,0,1,0,0
1171,1,2,"male",22,10.5,0,0,1,0,0
1172,0,2,"female",23,8.6625,0,0,0,1,0
1173,0,2,"male",0.75,13775,1,0,0,0,1
1174,0,2,"female",17,7.75,0,0,0,1,0
1175,1,2,"female",9,15.2458,1,0,0,0,1
1176,0,2,"female",2,20.2125,1,0,0,0,1
1177,0,2,"male",36,7.25,0,0,0,0,0
1178,0,2,"male",29,7.25,0,0,0,0,0
1179,1,1,"male",24,82.2667,1,1,0,0,0
1180,0,2,"male",23,7.2292,0,0,0,0,0
1181,0,2,"male",29,8.05,0,0,0,0,0
1182,1,1,"male",25,39.6,0,1,0,0,0
1183,1,2,"female",30,6.95,0,0,0,1,0
1184,0,2,"male",29,7.2292,0,0,0,0,0
1185,1,1,"male",53,81.8583,1,1,0,0,0
1186,0,2,"male",36,9.5,0,0,0,0,0
1187,0,2,"male",26,7.8958,0,0,0,0,0
1188,1,2,"female",1,41.5792,1,0,1,0,1
1189,0,2,"male",29,21.6792,1,0,0,0,0
1190,0,1,"male",30,45.5,0,1,0,0,0
1191,0,2,"male",29,7.8542,0,0,0,0,0
1192,1,2,"male",32,7775,0,0,0,0,0
1193,0,2,"male",24,15.0458,0,0,1,0,0
1194,0,2,"male",43,21,1,0,1,0,0
1195,0,2,"male",24,8.6625,0,0,0,0,0
1196,1,2,"female",24,7.75,0,0,0,1,0
1197,1,1,"female",64,26.55,1,1,0,1,0
1198,0,1,"male",30,151.55,1,1,0,0,0
1199,1,2,"male",0.83,9.35,1,0,0,0,1
1200,0,1,"male",55,93.5,1,1,0,0,0
1201,1,2,"female",45,14.1083,1,0,0,1,0
1202,0,2,"male",18,8.6625,0,0,0,0,0
1203,1,2,"male",22,7225,0,0,0,0,0
1204,0,2,"male",26,7575,0,0,0,0,0
1205,0,2,"female",37,7.75,0,0,0,1,0
1206,1,1,"female",55,135.6333,0,1,0,1,0
1207,0,2,"female",17,7.7333,0,0,0,1,0
1208,0,1,"male",57,146.5208,1,1,0,0,0
1209,0,2,"male",19,10.5,0,0,1,0,0
1210,0,2,"male",27,7.8542,0,0,0,0,0
1211,0,2,"male",22,31.5,1,0,1,0,0
1212,0,2,"male",26,7775,0,0,0,0,0
1213,1,2,"male",25,7.2292,0,0,0,0,0
1214,0,2,"male",26,13,0,0,1,0,0
1215,0,1,"male",33,26.55,0,1,0,0,0
1216,1,1,"female",39,211.3375,0,1,0,1,0
1217,0,2,"male",23,7.05,0,0,0,0,0
1218,1,2,"female",12,39,1,0,1,0,1
1219,0,1,"male",46,79.2,0,1,0,0,0
1220,0,2,"male",29,26,1,0,1,0,0
1221,0,2,"male",21,13,0,0,1,0,0
1222,1,2,"female",48,36.75,1,0,1,1,0
1223,0,1,"male",39,29.7,0,1,0,0,0
1224,0,2,"male",19,7225,0,0,0,0,0
1225,1,2,"female",19,15.7417,1,0,0,1,0
1226,0,2,"male",27,7.8958,0,0,0,0,0
1227,0,1,"male",30,26,0,1,0,0,0
1228,0,2,"male",32,13,0,0,1,0,0
1229,0,2,"male",39,7.2292,1,0,0,0,0
1230,0,2,"male",25,31.5,0,0,1,0,0
1231,0,2,"male",26,7.2292,0,0,0,0,0
1232,0,2,"male",18,10.5,0,0,1,0,0
1233,1,2,"male",32,7.5792,0,0,0,0,0
1234,0,2,"male",29,69.55,1,0,0,0,0
1235,1,1,"female",58,512.3292,1,1,0,1,0
1236,0,2,"male",14,14.5,1,0,0,0,1
1237,1,2,"female",16,7.65,0,0,0,0,1
1238,0,2,"male",26,13,0,0,1,0,0
1239,1,2,"female",38,7.2292,0,0,0,1,0
1240,0,2,"male",24,13.5,0,0,1,0,0
1241,1,2,"female",31,21,0,0,1,1,0
1242,1,1,"female",45,63.3583,1,1,0,1,0
1243,0,2,"male",25,10.5,0,0,1,0,0
1244,0,2,"male",18,73.5,0,0,1,0,0
1245,0,2,"male",49,65,1,0,1,0,0
1246,1,2,"female",0.17,20575,1,0,0,0,1
1247,0,1,"male",50,26,0,1,0,0,0
1248,1,1,"female",59,51.4792,1,1,0,1,0
1249,0,2,"male",15,7.8792,0,0,0,0,1
1250,1,2,"male",19,7.75,0,0,0,0,0
1251,0,2,"female",30,15.55,1,0,0,1,0
1252,0,2,"male",14.5,69.55,1,0,0,0,1
1253,1,2,"female",24,37.0042,1,0,1,1,0
1254,1,2,"female",31,21,0,0,1,1,0
1255,0,2,"male",27,8.6625,0,0,0,0,0
1256,1,1,"female",25,55.4417,1,1,0,1,0
1257,0,2,"female",22,69.55,1,0,0,1,0
1258,0,2,"male",22,14.4583,1,0,0,0,0
1259,0,2,"female",22,39.6875,0,0,0,1,0
1260,1,1,"female",45,59.4,1,1,0,1,0
1261,1,2,"male",29,13.8583,0,0,1,0,0
1262,0,2,"male",21,11.5,1,0,1,0,0
1263,1,1,"female",31,134.5,0,1,0,1,0
1264,1,1,"male",49,0,0,1,0,0,0
1265,0,2,"male",44,13,0,0,1,0,0
1266,1,1,"female",54,81.8583,1,1,0,1,0
1267,1,1,"female",45,262375,0,1,0,1,0
1268,0,2,"female",22,8.6625,1,0,0,1,0
1269,0,2,"male",21,11.5,0,0,1,0,0
1270,0,1,"male",55,50,0,1,0,0,0
1271,0,2,"male",5,31.3875,1,0,0,0,1
1272,0,2,"male",25,7.75,0,0,0,0,0
1273,0,2,"male",26,7.8792,0,0,0,0,0
1274,0,2,"female",19,14.5,0,0,0,1,0
1275,0,2,"female",19,16.1,1,0,0,1,0
1276,0,2,"male",25,12875,0,0,1,0,0
1277,1,2,"female",24,65,1,0,1,1,0
1278,0,2,"male",24,7775,0,0,0,0,0
1279,0,2,"male",57,13,0,0,1,0,0
1280,0,2,"male",21,7.75,0,0,0,0,0
1281,0,2,"male",6,21075,1,0,0,0,1
1282,0,1,"male",23,93.5,0,1,0,0,0
1283,1,1,"female",51,39.4,1,1,0,1,0
1284,0,2,"male",13,20.25,1,0,0,0,1
1285,0,2,"male",47,10.5,0,0,1,0,0
1286,1,2,"male",29,22025,1,0,0,0,0
1287,1,1,"female",18,60,1,1,0,1,0
1288,0,2,"male",24,7.25,0,0,0,0,0
1289,1,1,"female",48,79.2,1,1,0,1,0
1290,0,2,"male",22,7775,0,0,0,0,0
1291,0,2,"male",31,7.7333,0,0,0,0,0
1292,1,1,"female",30,164.8667,0,1,0,1,0
1293,0,2,"male",38,21,1,0,1,0,0
1294,1,1,"female",22,59.4,1,1,0,1,0
1295,0,1,"male",17,47.1,0,1,0,0,0
1296,1,1,"male",43,27.7208,1,1,0,0,0
1297,1,2,"male",20,13.8625,0,0,1,0,0
1298,0,2,"male",23,10.5,1,0,1,0,0
1299,0,1,"male",50,211.5,1,1,0,0,0
1300,1,2,"female",19,7.7208,0,0,0,1,0
1301,0,2,"female",3,13775,1,0,0,0,1
1302,0,2,"female",14,7.75,0,0,0,0,1
1303,1,1,"female",37,90,1,1,0,1,0
1304,0,2,"female",28,7775,0,0,0,1,0
1305,0,2,"male",24,8.05,0,0,0,0,0
1306,1,1,"female",39,108.9,0,1,0,1,0
1307,0,2,"male",38.5,7.25,0,0,0,0,0
1308,0,2,"male",23,8.05,0,0,0,0,0
1309,1,2,"male",18,22.3583,1,0,0,0,0
